"ID","Sex","Treatment","Familiarity","Host","Status","Experiment","HostStrain","Line","Day","Wt","Pct"
10668,"M","1X","FAM","BALBM","Passaged","HK68BALB","BALB/C","L",1,24.6,1.01
10566,"F","1XP","FAM","BALBF","Passaged","HK68BALB","BALB/C","A+B+C+D",1,20.6,0.98
10636,"F","1XP","FAM","BALBF","Passaged","HK68BALB","BALB/C","A+B+C+D",1,22.2,0.95
105671,"F","1XP","FAM","BALBF","Passaged","HK68BALB","BALB/C","A+B+C+D",1,23.4,0.98
10450,"F","1XP","FAM","BALBF","Passaged","HK68BALB","BALB/C","A+B+C+D",1,19.1,0.99
10621,"F","1XP","FAM","BALBF","Passaged","HK68BALB","BALB/C","A+B+C+D",1,20.4,0.98
10631,"F","1XP","FAM","BALBF","Passaged","HK68BALB","BALB/C","A+B+C+D",1,21.8,0.99
10291,"M","1XP","FAM","BALBM","Passaged","HK68BALB","BALB/C","I+J+K+L",1,26.9,1
10460,"M","1XP","FAM","BALBM","Passaged","HK68BALB","BALB/C","I+J+K+L",1,27.2,0.99
10588,"M","1XP","FAM","BALBM","Passaged","HK68BALB","BALB/C","I+J+K+L",1,26.7,1.02
10617,"M","1XP","FAM","BALBM","Passaged","HK68BALB","BALB/C","I+J+K+L",1,27.9,1
10657,"M","1XP","FAM","BALBM","Passaged","HK68BALB","BALB/C","I+J+K+L",1,21.7,1.03
10658,"M","1XP","FAM","BALBM","Passaged","HK68BALB","BALB/C","I+J+K+L",1,26.1,1.03
10454,"F","2X","FAM","BALBF","Passaged","HK68BALB","BALB/C","AB",1,22.8,1
10564,"F","2X","FAM","BALBF","Passaged","HK68BALB","BALB/C","AB",1,20.1,0.99
10619,"F","2X","FAM","BALBF","Passaged","HK68BALB","BALB/C","AB",1,20.9,1
10641,"F","2X","FAM","BALBF","Passaged","HK68BALB","BALB/C","AB",1,20.1,1.01
10629,"F","2X","FAM","BALBF","Passaged","HK68BALB","BALB/C","CD",1,20.4,0.97
10634,"F","2X","FAM","BALBF","Passaged","HK68BALB","BALB/C","CD",1,20.4,0.98
